"LOCATION","INDICATOR","SUBJECT","MEASURE","FREQUENCY","TIME","Value","Flag Codes"
"KOR","QGDP","TOT","PC_CHGPP","Q","2000-Q1",1.895052,
"KOR","QGDP","TOT","PC_CHGPP","Q","2000-Q2",1.33251,
"KOR","QGDP","TOT","PC_CHGPP","Q","2000-Q3",2.754591,
"KOR","QGDP","TOT","PC_CHGPP","Q","2000-Q4",-0.324458,
"KOR","QGDP","TOT","PC_CHGPP","Q","2001-Q1",1.225555,
"KOR","QGDP","TOT","PC_CHGPP","Q","2001-Q2",1.298881,
"KOR","QGDP","TOT","PC_CHGPP","Q","2001-Q3",1.350194,
"KOR","QGDP","TOT","PC_CHGPP","Q","2001-Q4",1.762586,
"KOR","QGDP","TOT","PC_CHGPP","Q","2002-Q1",2.544482,
"KOR","QGDP","TOT","PC_CHGPP","Q","2002-Q2",1.812135,
"KOR","QGDP","TOT","PC_CHGPP","Q","2002-Q3",2.021813,
"KOR","QGDP","TOT","PC_CHGPP","Q","2002-Q4",1.097354,
"KOR","QGDP","TOT","PC_CHGPP","Q","2003-Q1",-0.65916,
"KOR","QGDP","TOT","PC_CHGPP","Q","2003-Q2",-0.154147,
"KOR","QGDP","TOT","PC_CHGPP","Q","2003-Q3",1.93267,
"KOR","QGDP","TOT","PC_CHGPP","Q","2003-Q4",2.63948,
"KOR","QGDP","TOT","PC_CHGPP","Q","2004-Q1",1.254801,
"KOR","QGDP","TOT","PC_CHGPP","Q","2004-Q2",0.763499,
"KOR","QGDP","TOT","PC_CHGPP","Q","2004-Q3",0.405586,
"KOR","QGDP","TOT","PC_CHGPP","Q","2004-Q4",0.757934,
"KOR","QGDP","TOT","PC_CHGPP","Q","2005-Q1",0.850903,
"KOR","QGDP","TOT","PC_CHGPP","Q","2005-Q2",1.887063,
"KOR","QGDP","TOT","PC_CHGPP","Q","2005-Q3",1.505331,
"KOR","QGDP","TOT","PC_CHGPP","Q","2005-Q4",1.012499,
"KOR","QGDP","TOT","PC_CHGPP","Q","2006-Q1",1.639083,
"KOR","QGDP","TOT","PC_CHGPP","Q","2006-Q2",0.730602,
"KOR","QGDP","TOT","PC_CHGPP","Q","2006-Q3",1.613955,
"KOR","QGDP","TOT","PC_CHGPP","Q","2006-Q4",0.779358,
"KOR","QGDP","TOT","PC_CHGPP","Q","2007-Q1",1.674044,
"KOR","QGDP","TOT","PC_CHGPP","Q","2007-Q2",1.730291,
"KOR","QGDP","TOT","PC_CHGPP","Q","2007-Q3",1.173831,
"KOR","QGDP","TOT","PC_CHGPP","Q","2007-Q4",2.156949,
"KOR","QGDP","TOT","PC_CHGPP","Q","2008-Q1",0.402395,
"KOR","QGDP","TOT","PC_CHGPP","Q","2008-Q2",0.523473,
"KOR","QGDP","TOT","PC_CHGPP","Q","2008-Q3",0.815881,
"KOR","QGDP","TOT","PC_CHGPP","Q","2008-Q4",-3.283889,
"KOR","QGDP","TOT","PC_CHGPP","Q","2009-Q1",0.089987,
"KOR","QGDP","TOT","PC_CHGPP","Q","2009-Q2",1.332778,
"KOR","QGDP","TOT","PC_CHGPP","Q","2009-Q3",2.992675,
"KOR","QGDP","TOT","PC_CHGPP","Q","2009-Q4",0.746868,
"KOR","QGDP","TOT","PC_CHGPP","Q","2010-Q1",1.959077,
"KOR","QGDP","TOT","PC_CHGPP","Q","2010-Q2",1.899801,
"KOR","QGDP","TOT","PC_CHGPP","Q","2010-Q3",1.155215,
"KOR","QGDP","TOT","PC_CHGPP","Q","2010-Q4",1.219319,
"KOR","QGDP","TOT","PC_CHGPP","Q","2011-Q1",0.933131,
"KOR","QGDP","TOT","PC_CHGPP","Q","2011-Q2",0.490791,
"KOR","QGDP","TOT","PC_CHGPP","Q","2011-Q3",0.526324,
"KOR","QGDP","TOT","PC_CHGPP","Q","2011-Q4",0.472298,
"KOR","QGDP","TOT","PC_CHGPP","Q","2012-Q1",0.876511,
"KOR","QGDP","TOT","PC_CHGPP","Q","2012-Q2",0.563545,
"KOR","QGDP","TOT","PC_CHGPP","Q","2012-Q3",0.432793,
"KOR","QGDP","TOT","PC_CHGPP","Q","2012-Q4",0.504489,
"KOR","QGDP","TOT","PC_CHGPP","Q","2013-Q1",0.881726,
"KOR","QGDP","TOT","PC_CHGPP","Q","2013-Q2",1.176438,
"KOR","QGDP","TOT","PC_CHGPP","Q","2013-Q3",0.857539,
"KOR","QGDP","TOT","PC_CHGPP","Q","2013-Q4",0.786866,
"KOR","QGDP","TOT","PC_CHGPP","Q","2014-Q1",0.953416,
"KOR","QGDP","TOT","PC_CHGPP","Q","2014-Q2",0.850184,
"KOR","QGDP","TOT","PC_CHGPP","Q","2014-Q3",0.307228,
"KOR","QGDP","TOT","PC_CHGPP","Q","2014-Q4",0.447209,
"KOR","QGDP","TOT","PC_CHGPP","Q","2015-Q1",0.857087,
"KOR","QGDP","TOT","PC_CHGPP","Q","2015-Q2",0.407245,
"KOR","QGDP","TOT","PC_CHGPP","Q","2015-Q3",1.468999,
"KOR","QGDP","TOT","PC_CHGPP","Q","2015-Q4",0.720414,
"KOR","QGDP","TOT","PC_CHGPP","Q","2016-Q1",0.285962,
"KOR","QGDP","TOT","PC_CHGPP","Q","2016-Q2",1.126822,
"KOR","QGDP","TOT","PC_CHGPP","Q","2016-Q3",0.44351,
"KOR","QGDP","TOT","PC_CHGPP","Q","2016-Q4",0.762716,
"KOR","QGDP","TOT","PC_CHGPP","Q","2017-Q1",0.816716,
"KOR","QGDP","TOT","PC_CHGPP","Q","2017-Q2",0.691752,
"KOR","QGDP","TOT","PC_CHGPP","Q","2017-Q3",1.464971,
"KOR","QGDP","TOT","PC_CHGPP","Q","2017-Q4",-0.074981,
"KOR","QGDP","TOT","PC_CHGPP","Q","2018-Q1",1.06627,
"KOR","QGDP","TOT","PC_CHGPP","Q","2018-Q2",0.61552,
"KOR","QGDP","TOT","PC_CHGPP","Q","2018-Q3",0.577085,
"KOR","QGDP","TOT","PC_CHGPP","Q","2018-Q4",0.86544,
"KOR","QGDP","TOT","PC_CHGPP","Q","2019-Q1",-0.339694341,"P"
"KOR","QGDP","TOT","PC_CHGPP","Q","2019-Q2",1.014142649,"P"
"KOR","QGDP","TOT","PC_CHGPP","Q","2019-Q3",0.375455057,"P"
"KOR","QGDP","TOT","PC_CHGPP","Q","2019-Q4",1.311630082,"P"
"KOR","QGDP","TOT","PC_CHGPP","Q","2020-Q1",-1.281701518,"P"
"KOR","QGDP","TOT","PC_CHGPP","Q","2020-Q2",-3.153851888,"P"
"KOR","QGDP","TOT","PC_CHGPP","Q","2020-Q3",2.136144877,"P"
"KOR","QGDP","TOT","PC_CHGPP","Q","2020-Q4",1.22575356,"P"
"AUS","QGDP","TOT","PC_CHGPP","Q","2000-Q1",0.362496326,
"AUS","QGDP","TOT","PC_CHGPP","Q","2000-Q2",0.923188487,
"AUS","QGDP","TOT","PC_CHGPP","Q","2000-Q3",0.193795772,
"AUS","QGDP","TOT","PC_CHGPP","Q","2000-Q4",-0.374774601,
"AUS","QGDP","TOT","PC_CHGPP","Q","2001-Q1",1.016078684,
"AUS","QGDP","TOT","PC_CHGPP","Q","2001-Q2",0.827709068,
"AUS","QGDP","TOT","PC_CHGPP","Q","2001-Q3",1.209965138,
"AUS","QGDP","TOT","PC_CHGPP","Q","2001-Q4",1.198521488,
"AUS","QGDP","TOT","PC_CHGPP","Q","2002-Q1",0.755713466,
"AUS","QGDP","TOT","PC_CHGPP","Q","2002-Q2",1.67294997,
"AUS","QGDP","TOT","PC_CHGPP","Q","2002-Q3",0.349421625,
"AUS","QGDP","TOT","PC_CHGPP","Q","2002-Q4",0.734812424,
"AUS","QGDP","TOT","PC_CHGPP","Q","2003-Q1",0.099310592,
"AUS","QGDP","TOT","PC_CHGPP","Q","2003-Q2",0.335080746,
"AUS","QGDP","TOT","PC_CHGPP","Q","2003-Q3",1.686075998,
"AUS","QGDP","TOT","PC_CHGPP","Q","2003-Q4",1.662196709,
"AUS","QGDP","TOT","PC_CHGPP","Q","2004-Q1",0.824452165,
"AUS","QGDP","TOT","PC_CHGPP","Q","2004-Q2",0.670510396,
"AUS","QGDP","TOT","PC_CHGPP","Q","2004-Q3",0.756633846,
"AUS","QGDP","TOT","PC_CHGPP","Q","2004-Q4",0.77176976,
"AUS","QGDP","TOT","PC_CHGPP","Q","2005-Q1",0.786816924,
"AUS","QGDP","TOT","PC_CHGPP","Q","2005-Q2",0.447669859,
"AUS","QGDP","TOT","PC_CHGPP","Q","2005-Q3",1.07263581,
"AUS","QGDP","TOT","PC_CHGPP","Q","2005-Q4",0.833903899,
"AUS","QGDP","TOT","PC_CHGPP","Q","2006-Q1",0.211249623,
"AUS","QGDP","TOT","PC_CHGPP","Q","2006-Q2",0.174898073,
"AUS","QGDP","TOT","PC_CHGPP","Q","2006-Q3",1.477100605,
"AUS","QGDP","TOT","PC_CHGPP","Q","2006-Q4",1.303773166,
"AUS","QGDP","TOT","PC_CHGPP","Q","2007-Q1",1.481294023,
"AUS","QGDP","TOT","PC_CHGPP","Q","2007-Q2",0.592402945,
"AUS","QGDP","TOT","PC_CHGPP","Q","2007-Q3",1.104833889,
"AUS","QGDP","TOT","PC_CHGPP","Q","2007-Q4",0.497749638,
"AUS","QGDP","TOT","PC_CHGPP","Q","2008-Q1",1.137229281,
"AUS","QGDP","TOT","PC_CHGPP","Q","2008-Q2",0.238290527,
"AUS","QGDP","TOT","PC_CHGPP","Q","2008-Q3",0.746063113,
"AUS","QGDP","TOT","PC_CHGPP","Q","2008-Q4",-0.448835178,
"AUS","QGDP","TOT","PC_CHGPP","Q","2009-Q1",1.013165823,
"AUS","QGDP","TOT","PC_CHGPP","Q","2009-Q2",0.568544747,
"AUS","QGDP","TOT","PC_CHGPP","Q","2009-Q3",0.293163542,
"AUS","QGDP","TOT","PC_CHGPP","Q","2009-Q4",0.742673362,
"AUS","QGDP","TOT","PC_CHGPP","Q","2010-Q1",0.501855984,
"AUS","QGDP","TOT","PC_CHGPP","Q","2010-Q2",0.526230089,
"AUS","QGDP","TOT","PC_CHGPP","Q","2010-Q3",0.680055227,
"AUS","QGDP","TOT","PC_CHGPP","Q","2010-Q4",1.025833538,
"AUS","QGDP","TOT","PC_CHGPP","Q","2011-Q1",-0.265671725,
"AUS","QGDP","TOT","PC_CHGPP","Q","2011-Q2",1.181092384,
"AUS","QGDP","TOT","PC_CHGPP","Q","2011-Q3",1.338142832,
"AUS","QGDP","TOT","PC_CHGPP","Q","2011-Q4",1.151149914,
"AUS","QGDP","TOT","PC_CHGPP","Q","2012-Q1",0.925443966,
"AUS","QGDP","TOT","PC_CHGPP","Q","2012-Q2",0.759329388,
"AUS","QGDP","TOT","PC_CHGPP","Q","2012-Q3",0.591398883,
"AUS","QGDP","TOT","PC_CHGPP","Q","2012-Q4",0.529631408,
"AUS","QGDP","TOT","PC_CHGPP","Q","2013-Q1",0.295382714,
"AUS","QGDP","TOT","PC_CHGPP","Q","2013-Q2",0.437385826,
"AUS","QGDP","TOT","PC_CHGPP","Q","2013-Q3",0.807975485,
"AUS","QGDP","TOT","PC_CHGPP","Q","2013-Q4",0.823496925,
"AUS","QGDP","TOT","PC_CHGPP","Q","2014-Q1",0.678669492,
"AUS","QGDP","TOT","PC_CHGPP","Q","2014-Q2",0.541304433,
"AUS","QGDP","TOT","PC_CHGPP","Q","2014-Q3",0.485881018,
"AUS","QGDP","TOT","PC_CHGPP","Q","2014-Q4",0.365101749,
"AUS","QGDP","TOT","PC_CHGPP","Q","2015-Q1",0.840544387,
"AUS","QGDP","TOT","PC_CHGPP","Q","2015-Q2",0.182174414,
"AUS","QGDP","TOT","PC_CHGPP","Q","2015-Q3",1.055950524,
"AUS","QGDP","TOT","PC_CHGPP","Q","2015-Q4",0.577242997,
"AUS","QGDP","TOT","PC_CHGPP","Q","2016-Q1",0.850488128,
"AUS","QGDP","TOT","PC_CHGPP","Q","2016-Q2",0.721242513,
"AUS","QGDP","TOT","PC_CHGPP","Q","2016-Q3",0.106812222,
"AUS","QGDP","TOT","PC_CHGPP","Q","2016-Q4",1.008189635,
"AUS","QGDP","TOT","PC_CHGPP","Q","2017-Q1",0.275508818,
"AUS","QGDP","TOT","PC_CHGPP","Q","2017-Q2",0.691394333,
"AUS","QGDP","TOT","PC_CHGPP","Q","2017-Q3",0.967198519,
"AUS","QGDP","TOT","PC_CHGPP","Q","2017-Q4",0.497152633,
"AUS","QGDP","TOT","PC_CHGPP","Q","2018-Q1",0.897433739,
"AUS","QGDP","TOT","PC_CHGPP","Q","2018-Q2",0.880483995,
"AUS","QGDP","TOT","PC_CHGPP","Q","2018-Q3",0.361357862,
"AUS","QGDP","TOT","PC_CHGPP","Q","2018-Q4",0.196712937,
"AUS","QGDP","TOT","PC_CHGPP","Q","2019-Q1",0.485163455,
"AUS","QGDP","TOT","PC_CHGPP","Q","2019-Q2",0.650171647,
"AUS","QGDP","TOT","PC_CHGPP","Q","2019-Q3",0.601863521,
"AUS","QGDP","TOT","PC_CHGPP","Q","2019-Q4",0.439655469,
"AUS","QGDP","TOT","PC_CHGPP","Q","2020-Q1",-0.295307468,
"AUS","QGDP","TOT","PC_CHGPP","Q","2020-Q2",-7.003254372,
"AUS","QGDP","TOT","PC_CHGPP","Q","2020-Q3",3.403553685,
"AUS","QGDP","TOT","PC_CHGPP","Q","2020-Q4",3.127661985,
"ISL","QGDP","TOT","PC_CHGPP","Q","2000-Q1",-0.120136701,
"ISL","QGDP","TOT","PC_CHGPP","Q","2000-Q2",0.775742977,
"ISL","QGDP","TOT","PC_CHGPP","Q","2000-Q3",3.462799134,
"ISL","QGDP","TOT","PC_CHGPP","Q","2000-Q4",-1.17448857,
"ISL","QGDP","TOT","PC_CHGPP","Q","2001-Q1",0.356571863,
"ISL","QGDP","TOT","PC_CHGPP","Q","2001-Q2",3.314667507,
"ISL","QGDP","TOT","PC_CHGPP","Q","2001-Q3",-2.813555198,
"ISL","QGDP","TOT","PC_CHGPP","Q","2001-Q4",6.314405484,
"ISL","QGDP","TOT","PC_CHGPP","Q","2002-Q1",-5.950422068,
"ISL","QGDP","TOT","PC_CHGPP","Q","2002-Q2",3.476994918,
"ISL","QGDP","TOT","PC_CHGPP","Q","2002-Q3",-0.996473534,
"ISL","QGDP","TOT","PC_CHGPP","Q","2002-Q4",2.703980989,
"ISL","QGDP","TOT","PC_CHGPP","Q","2003-Q1",1.083077763,
"ISL","QGDP","TOT","PC_CHGPP","Q","2003-Q2",-3.318476493,
"ISL","QGDP","TOT","PC_CHGPP","Q","2003-Q3",0.578386191,
"ISL","QGDP","TOT","PC_CHGPP","Q","2003-Q4",3.794904427,
"ISL","QGDP","TOT","PC_CHGPP","Q","2004-Q1",3.756673985,
"ISL","QGDP","TOT","PC_CHGPP","Q","2004-Q2",-1.822367452,
"ISL","QGDP","TOT","PC_CHGPP","Q","2004-Q3",4.957522382,
"ISL","QGDP","TOT","PC_CHGPP","Q","2004-Q4",2.133399997,
"ISL","QGDP","TOT","PC_CHGPP","Q","2005-Q1",-2.464675028,
"ISL","QGDP","TOT","PC_CHGPP","Q","2005-Q2",6.555162492,
"ISL","QGDP","TOT","PC_CHGPP","Q","2005-Q3",-0.601811015,
"ISL","QGDP","TOT","PC_CHGPP","Q","2005-Q4",1.740532604,
"ISL","QGDP","TOT","PC_CHGPP","Q","2006-Q1",0.534677218,
"ISL","QGDP","TOT","PC_CHGPP","Q","2006-Q2",5.295417768,
"ISL","QGDP","TOT","PC_CHGPP","Q","2006-Q3",-1.081408962,
"ISL","QGDP","TOT","PC_CHGPP","Q","2006-Q4",-1.156527538,
"ISL","QGDP","TOT","PC_CHGPP","Q","2007-Q1",3.365782053,
"ISL","QGDP","TOT","PC_CHGPP","Q","2007-Q2",6.708178811,
"ISL","QGDP","TOT","PC_CHGPP","Q","2007-Q3",-2.173093016,
"ISL","QGDP","TOT","PC_CHGPP","Q","2007-Q4",4.611404728,
"ISL","QGDP","TOT","PC_CHGPP","Q","2008-Q1",-2.860565359,
"ISL","QGDP","TOT","PC_CHGPP","Q","2008-Q2",3.602755566,
"ISL","QGDP","TOT","PC_CHGPP","Q","2008-Q3",-5.63588715,
"ISL","QGDP","TOT","PC_CHGPP","Q","2008-Q4",5.971060337,
"ISL","QGDP","TOT","PC_CHGPP","Q","2009-Q1",-10.704764863,
"ISL","QGDP","TOT","PC_CHGPP","Q","2009-Q2",0.209691307,
"ISL","QGDP","TOT","PC_CHGPP","Q","2009-Q3",2.217643238,
"ISL","QGDP","TOT","PC_CHGPP","Q","2009-Q4",-0.850603047,
"ISL","QGDP","TOT","PC_CHGPP","Q","2010-Q1",-6.606631293,
"ISL","QGDP","TOT","PC_CHGPP","Q","2010-Q2",4.916091681,
"ISL","QGDP","TOT","PC_CHGPP","Q","2010-Q3",-2.05490198,
"ISL","QGDP","TOT","PC_CHGPP","Q","2010-Q4",3.538927152,
"ISL","QGDP","TOT","PC_CHGPP","Q","2011-Q1",-4.361139226,
"ISL","QGDP","TOT","PC_CHGPP","Q","2011-Q2",3.193613379,
"ISL","QGDP","TOT","PC_CHGPP","Q","2011-Q3",1.931058051,
"ISL","QGDP","TOT","PC_CHGPP","Q","2011-Q4",0.826502745,
"ISL","QGDP","TOT","PC_CHGPP","Q","2012-Q1",-3.834744164,
"ISL","QGDP","TOT","PC_CHGPP","Q","2012-Q2",1.90723131,
"ISL","QGDP","TOT","PC_CHGPP","Q","2012-Q3",1.612950809,
"ISL","QGDP","TOT","PC_CHGPP","Q","2012-Q4",1.610151482,
"ISL","QGDP","TOT","PC_CHGPP","Q","2013-Q1",-0.33272241,
"ISL","QGDP","TOT","PC_CHGPP","Q","2013-Q2",1.199627187,
"ISL","QGDP","TOT","PC_CHGPP","Q","2013-Q3",1.312334848,
"ISL","QGDP","TOT","PC_CHGPP","Q","2013-Q4",3.106464065,
"ISL","QGDP","TOT","PC_CHGPP","Q","2014-Q1",-3.316777698,
"ISL","QGDP","TOT","PC_CHGPP","Q","2014-Q2",0.079891649,
"ISL","QGDP","TOT","PC_CHGPP","Q","2014-Q3",3.846752606,
"ISL","QGDP","TOT","PC_CHGPP","Q","2014-Q4",-0.557404902,
"ISL","QGDP","TOT","PC_CHGPP","Q","2015-Q1",-1.712703226,
"ISL","QGDP","TOT","PC_CHGPP","Q","2015-Q2",5.863722656,
"ISL","QGDP","TOT","PC_CHGPP","Q","2015-Q3",0.11478865,
"ISL","QGDP","TOT","PC_CHGPP","Q","2015-Q4",0.925019057,
"ISL","QGDP","TOT","PC_CHGPP","Q","2016-Q1",-3.336876351,
"ISL","QGDP","TOT","PC_CHGPP","Q","2016-Q2",6.974388838,
"ISL","QGDP","TOT","PC_CHGPP","Q","2016-Q3",2.911862786,
"ISL","QGDP","TOT","PC_CHGPP","Q","2016-Q4",3.122971959,
"ISL","QGDP","TOT","PC_CHGPP","Q","2017-Q1",-3.953190235,
"ISL","QGDP","TOT","PC_CHGPP","Q","2017-Q2",2.065730126,
"ISL","QGDP","TOT","PC_CHGPP","Q","2017-Q3",0.568149145,
"ISL","QGDP","TOT","PC_CHGPP","Q","2017-Q4",3.997742881,
"ISL","QGDP","TOT","PC_CHGPP","Q","2018-Q1",0.089684088,
"ISL","QGDP","TOT","PC_CHGPP","Q","2018-Q2",-0.218331288,
"ISL","QGDP","TOT","PC_CHGPP","Q","2018-Q3",0.770736352,
"ISL","QGDP","TOT","PC_CHGPP","Q","2018-Q4",2.36152273,
"ISL","QGDP","TOT","PC_CHGPP","Q","2019-Q1",0.794075539,
"ISL","QGDP","TOT","PC_CHGPP","Q","2019-Q2",-1.492560209,
"ISL","QGDP","TOT","PC_CHGPP","Q","2019-Q3",-0.742662786,
"ISL","QGDP","TOT","PC_CHGPP","Q","2019-Q4",4.742273925,
"ISL","QGDP","TOT","PC_CHGPP","Q","2020-Q1",-6.942499645,
"ISL","QGDP","TOT","PC_CHGPP","Q","2020-Q2",-7.087206581,
"ISL","QGDP","TOT","PC_CHGPP","Q","2020-Q3",3.84158831,
"ISL","QGDP","TOT","PC_CHGPP","Q","2020-Q4",4.823446864,
"GBR","QGDP","TOT","PC_CHGPP","Q","2000-Q1",0.805285927,
"GBR","QGDP","TOT","PC_CHGPP","Q","2000-Q2",0.605964734,
"GBR","QGDP","TOT","PC_CHGPP","Q","2000-Q3",0.293422467,
"GBR","QGDP","TOT","PC_CHGPP","Q","2000-Q4",0.236175275,
"GBR","QGDP","TOT","PC_CHGPP","Q","2001-Q1",1.164976047,
"GBR","QGDP","TOT","PC_CHGPP","Q","2001-Q2",0.772278758,
"GBR","QGDP","TOT","PC_CHGPP","Q","2001-Q3",0.771556823,
"GBR","QGDP","TOT","PC_CHGPP","Q","2001-Q4",0.3921559,
"GBR","QGDP","TOT","PC_CHGPP","Q","2002-Q1",0.391602439,
"GBR","QGDP","TOT","PC_CHGPP","Q","2002-Q2",0.489969155,
"GBR","QGDP","TOT","PC_CHGPP","Q","2002-Q3",0.664815915,
"GBR","QGDP","TOT","PC_CHGPP","Q","2002-Q4",0.789523757,
"GBR","QGDP","TOT","PC_CHGPP","Q","2003-Q1",0.744387225,
"GBR","QGDP","TOT","PC_CHGPP","Q","2003-Q2",0.912756772,
"GBR","QGDP","TOT","PC_CHGPP","Q","2003-Q3",1.139088165,
"GBR","QGDP","TOT","PC_CHGPP","Q","2003-Q4",0.930337413,
"GBR","QGDP","TOT","PC_CHGPP","Q","2004-Q1",0.351158362,
"GBR","QGDP","TOT","PC_CHGPP","Q","2004-Q2",0.368057053,
"GBR","QGDP","TOT","PC_CHGPP","Q","2004-Q3",0.179467131,
"GBR","QGDP","TOT","PC_CHGPP","Q","2004-Q4",0.251032084,
"GBR","QGDP","TOT","PC_CHGPP","Q","2005-Q1",0.79719366,
"GBR","QGDP","TOT","PC_CHGPP","Q","2005-Q2",1.175041159,
"GBR","QGDP","TOT","PC_CHGPP","Q","2005-Q3",1.054696917,
"GBR","QGDP","TOT","PC_CHGPP","Q","2005-Q4",1.370380433,
"GBR","QGDP","TOT","PC_CHGPP","Q","2006-Q1",0.464999728,
"GBR","QGDP","TOT","PC_CHGPP","Q","2006-Q2",0.270247409,
"GBR","QGDP","TOT","PC_CHGPP","Q","2006-Q3",0.092795882,
"GBR","QGDP","TOT","PC_CHGPP","Q","2006-Q4",0.466142535,
"GBR","QGDP","TOT","PC_CHGPP","Q","2007-Q1",0.942801646,
"GBR","QGDP","TOT","PC_CHGPP","Q","2007-Q2",0.563849691,
"GBR","QGDP","TOT","PC_CHGPP","Q","2007-Q3",0.764960163,
"GBR","QGDP","TOT","PC_CHGPP","Q","2007-Q4",0.510588186,
"GBR","QGDP","TOT","PC_CHGPP","Q","2008-Q1",0.536658033,
"GBR","QGDP","TOT","PC_CHGPP","Q","2008-Q2",-0.559598604,
"GBR","QGDP","TOT","PC_CHGPP","Q","2008-Q3",-1.5624673,
"GBR","QGDP","TOT","PC_CHGPP","Q","2008-Q4",-2.060514321,
"GBR","QGDP","TOT","PC_CHGPP","Q","2009-Q1",-1.688822513,
"GBR","QGDP","TOT","PC_CHGPP","Q","2009-Q2",-0.189889069,
"GBR","QGDP","TOT","PC_CHGPP","Q","2009-Q3",0.123662717,
"GBR","QGDP","TOT","PC_CHGPP","Q","2009-Q4",0.342469537,
"GBR","QGDP","TOT","PC_CHGPP","Q","2010-Q1",0.641425096,
"GBR","QGDP","TOT","PC_CHGPP","Q","2010-Q2",1.029847415,
"GBR","QGDP","TOT","PC_CHGPP","Q","2010-Q3",0.729591892,
"GBR","QGDP","TOT","PC_CHGPP","Q","2010-Q4",0.033538722,
"GBR","QGDP","TOT","PC_CHGPP","Q","2011-Q1",0.361065142,
"GBR","QGDP","TOT","PC_CHGPP","Q","2011-Q2",0.085658608,
"GBR","QGDP","TOT","PC_CHGPP","Q","2011-Q3",0.336350215,
"GBR","QGDP","TOT","PC_CHGPP","Q","2011-Q4",0.130933036,
"GBR","QGDP","TOT","PC_CHGPP","Q","2012-Q1",0.692782118,
"GBR","QGDP","TOT","PC_CHGPP","Q","2012-Q2",-0.146993818,
"GBR","QGDP","TOT","PC_CHGPP","Q","2012-Q3",1.218985245,
"GBR","QGDP","TOT","PC_CHGPP","Q","2012-Q4",-0.216586554,
"GBR","QGDP","TOT","PC_CHGPP","Q","2013-Q1",0.529114954,
"GBR","QGDP","TOT","PC_CHGPP","Q","2013-Q2",0.803993683,
"GBR","QGDP","TOT","PC_CHGPP","Q","2013-Q3",0.934788322,
"GBR","QGDP","TOT","PC_CHGPP","Q","2013-Q4",0.641956172,
"GBR","QGDP","TOT","PC_CHGPP","Q","2014-Q1",0.768041332,
"GBR","QGDP","TOT","PC_CHGPP","Q","2014-Q2",0.650992966,
"GBR","QGDP","TOT","PC_CHGPP","Q","2014-Q3",0.564227306,
"GBR","QGDP","TOT","PC_CHGPP","Q","2014-Q4",0.585429575,
"GBR","QGDP","TOT","PC_CHGPP","Q","2015-Q1",0.54111587,
"GBR","QGDP","TOT","PC_CHGPP","Q","2015-Q2",0.746769791,
"GBR","QGDP","TOT","PC_CHGPP","Q","2015-Q3",0.38718278,
"GBR","QGDP","TOT","PC_CHGPP","Q","2015-Q4",0.656160291,
"GBR","QGDP","TOT","PC_CHGPP","Q","2016-Q1",0.199057098,
"GBR","QGDP","TOT","PC_CHGPP","Q","2016-Q2",0.452700714,
"GBR","QGDP","TOT","PC_CHGPP","Q","2016-Q3",0.305516255,
"GBR","QGDP","TOT","PC_CHGPP","Q","2016-Q4",0.596680496,
"GBR","QGDP","TOT","PC_CHGPP","Q","2017-Q1",0.496099212,
"GBR","QGDP","TOT","PC_CHGPP","Q","2017-Q2",0.292920672,
"GBR","QGDP","TOT","PC_CHGPP","Q","2017-Q3",0.423409183,
"GBR","QGDP","TOT","PC_CHGPP","Q","2017-Q4",0.355002114,
"GBR","QGDP","TOT","PC_CHGPP","Q","2018-Q1",0.069019083,
"GBR","QGDP","TOT","PC_CHGPP","Q","2018-Q2",0.382631967,
"GBR","QGDP","TOT","PC_CHGPP","Q","2018-Q3",0.596472835,
"GBR","QGDP","TOT","PC_CHGPP","Q","2018-Q4",0.166751655,
"GBR","QGDP","TOT","PC_CHGPP","Q","2019-Q1",0.552374299,
"GBR","QGDP","TOT","PC_CHGPP","Q","2019-Q2",0.138397435,
"GBR","QGDP","TOT","PC_CHGPP","Q","2019-Q3",0.497283852,
"GBR","QGDP","TOT","PC_CHGPP","Q","2019-Q4",0.017259139,
"GBR","QGDP","TOT","PC_CHGPP","Q","2020-Q1",-2.882513084,
"GBR","QGDP","TOT","PC_CHGPP","Q","2020-Q2",-19.039337959,
"GBR","QGDP","TOT","PC_CHGPP","Q","2020-Q3",16.131886707,
"GBR","QGDP","TOT","PC_CHGPP","Q","2020-Q4",0.975470496,
"EST","QGDP","TOT","PC_CHGPP","Q","2000-Q1",3.801247379,
"EST","QGDP","TOT","PC_CHGPP","Q","2000-Q2",2.49273081,
"EST","QGDP","TOT","PC_CHGPP","Q","2000-Q3",1.22969162,
"EST","QGDP","TOT","PC_CHGPP","Q","2000-Q4",2.251483374,
"EST","QGDP","TOT","PC_CHGPP","Q","2001-Q1",1.448787741,
"EST","QGDP","TOT","PC_CHGPP","Q","2001-Q2",0.091248862,
"EST","QGDP","TOT","PC_CHGPP","Q","2001-Q3",2.053973217,
"EST","QGDP","TOT","PC_CHGPP","Q","2001-Q4",1.461410158,
"EST","QGDP","TOT","PC_CHGPP","Q","2002-Q1",0.707829913,
"EST","QGDP","TOT","PC_CHGPP","Q","2002-Q2",3.531870928,
"EST","QGDP","TOT","PC_CHGPP","Q","2002-Q3",2.014582062,
"EST","QGDP","TOT","PC_CHGPP","Q","2002-Q4",0.732163134,
"EST","QGDP","TOT","PC_CHGPP","Q","2003-Q1",2.277064248,
